time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-04-24T20:52:46.720Z,39.3701667,-122.9573333,0.76,1.55,md,6,311,0.3133,0.24,nc,nc73554005,2021-04-24T21:58:06.879Z,"4km S of Lake Pillsbury, CA",earthquake,8.05,16.7,0.076,5,reviewed,nc,nc
2021-04-24T20:46:40.824Z,62.0272,-151.0007,52.4,1.5,ml,,,,0.65,ak,ak02158vg6gx,2021-04-24T20:52:18.530Z,"21 km E of Skwentna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-04-24T20:44:06.154Z,60.8088,-140.2776,0,1.9,ml,,,,0.83,ak,ak02158vfogw,2021-04-24T20:48:57.634Z,"143 km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-04-24T20:20:00.050Z,-1.9708,128.2362,10,4.7,mb,,75,2.859,0.77,us,us6000e4g1,2021-04-24T21:42:03.040Z,"169 km NNW of Amahai, Indonesia",earthquake,7.7,1.9,0.09,37,reviewed,us,us
2021-04-24T20:07:31.418Z,64.621,-149.4191,17.3,1.2,ml,,,,0.57,ak,ak02158v7stw,2021-04-24T20:12:21.697Z,"14 km W of Four Mile Road, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-04-24T19:59:11.960Z,46.1196667,-111.7801667,5.98,1.33,ml,10,115,0.398,0.11,mb,mb80498999,2021-04-25T14:15:41.640Z,"14 km SW of Radersburg, Montana",earthquake,0.35,8.82,0.175,4,reviewed,mb,mb
2021-04-24T19:58:56.963Z,62.0305,-148.6455,11.6,1.4,ml,,,,0.63,ak,ak02158uxcpo,2021-04-24T20:03:00.329Z,"27 km NNW of Chickaloon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-04-24T19:58:04.940Z,38.0998,-118.247,1.3,1,ml,8,206.64,0.181,0.05,nn,nn00805721,2021-04-25T00:51:05.290Z,"34 km SSW of Mina, Nevada",earthquake,,9.2,,,automatic,nn,nn
2021-04-24T19:35:07.832Z,-5.6857,154.4634,87.42,4.4,mb,,99,2.73,0.36,us,us6000e4fy,2021-04-24T21:23:50.040Z,"132 km WNW of Panguna, Papua New Guinea",earthquake,9.5,7.8,0.064,71,reviewed,us,us
2021-04-24T19:28:10.090Z,38.8289986,-122.8550034,2.05,0.37,md,14,62,0.002059,0.02,nc,nc73553985,2021-04-24T19:43:04.109Z,"10km NW of The Geysers, CA",earthquake,0.26,0.48,0.01,2,automatic,nc,nc
2021-04-24T19:28:09.681Z,59.9775,-139.5622,5.8,1.4,ml,,,,1.15,ak,ak02158uqtl4,2021-04-24T20:41:35.972Z,"48 km N of Yakutat, Alaska",ice quake,,0.3,,,automatic,ak,ak
2021-04-24T19:22:41.340Z,38.1395,-118.2415,4.1,1.5,ml,10,188.64,0.164,0.06,nn,nn00805719,2021-04-24T20:00:27.383Z,"30 km SSW of Mina, Nevada",earthquake,,2.8,,,automatic,nn,nn
2021-04-24T19:14:04.170Z,38.7955017,-122.7854996,3.34,0.35,md,13,72,0.002992,0.02,nc,nc73553980,2021-04-24T19:29:05.023Z,"3km NW of The Geysers, CA",earthquake,0.39,0.82,,1,automatic,nc,nc
2021-04-24T19:09:49.280Z,33.2841667,-116.1596667,9.85,1.19,ml,42,43,0.1207,0.21,ci,ci39627783,2021-04-24T21:22:54.870Z,"16km N of Ocotillo Wells, CA",earthquake,0.25,0.81,0.183,28,reviewed,ci,ci
2021-04-24T19:02:07.670Z,33.2896667,-116.2831667,4.07,1.07,ml,33,68,0.07581,0.25,ci,ci39627767,2021-04-24T19:05:51.021Z,"9km ENE of Borrego Springs, CA",earthquake,0.3,0.9,0.217,28,automatic,ci,ci
2021-04-24T18:53:04.470Z,38.0322,-118.1985,4.4,1.1,ml,9,187.58,0.171,0.04,nn,nn00805718,2021-04-24T19:24:04.430Z,"34 km NE of Benton, California",earthquake,,4.9,,,automatic,nn,nn
2021-04-24T18:52:54.520Z,38.8380013,-122.8106689,1.84,0.36,md,9,110,0.01459,0.01,nc,nc73553970,2021-04-24T19:15:06.952Z,"8km WNW of Cobb, CA",earthquake,0.4,1.18,,1,automatic,nc,nc
2021-04-24T18:48:58.640Z,47.5871666666667,-122.4815,27.4,2.17,ml,32,57,0.04491,0.3,uw,uw61717837,2021-04-24T20:21:15.040Z,"5 km SE of Bainbridge Island, Washington",earthquake,0.5,1.09,0.238925735705339,17,reviewed,uw,uw
2021-04-24T18:45:52.590Z,38.8273315,-122.8099976,1.57,0.35,md,9,114,0.003931,0.02,nc,nc73553960,2021-04-24T19:04:05.891Z,"7km NW of The Geysers, CA",earthquake,0.33,1.33,,1,automatic,nc,nc
2021-04-24T18:44:05.375Z,62.9213,-149.4827,68.7,1.4,ml,,,,0.98,ak,ak02158u8t40,2021-04-24T18:49:00.984Z,"58 km SSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-24T18:30:08.359Z,63.0012,-149.3168,69.8,1.4,ml,,,,0.83,ak,ak02158u5tbu,2021-04-24T18:35:08.998Z,"47 km SSW of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-24T18:29:18.250Z,62.2803,-148.9753,0,1.7,ml,,,,0.95,ak,ak02158u5mcx,2021-04-24T18:33:28.458Z,"47 km ENE of Susitna North, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-04-24T18:26:48.412Z,62.0083,-150.3171,47.3,1.2,ml,,,,0.57,ak,ak02158u51jv,2021-04-24T18:35:08.821Z,"29 km SW of Susitna North, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-24T18:25:27.650Z,36.7773323,-121.4971695,6.59,1.57,md,16,115,0.02415,0.14,nc,nc73553950,2021-04-24T20:45:07.473Z,"8km SSE of San Juan Bautista, CA",earthquake,0.51,0.67,0.22,12,automatic,nc,nc
2021-04-24T18:22:11.182Z,61.1738,-151.8859,78.6,0.6,ml,,,,0.65,ak,ak02158u43r4,2021-04-24T18:24:36.338Z,"42 km WNW of Tyonek, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-04-24T18:21:10.157Z,60.9474,-149.724,35.6,1.3,ml,,,,0.71,ak,ak02158u3vjh,2021-04-24T18:28:27.106Z,"5 km NW of Hope, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-24T18:14:19.192Z,-27.5312,-71.2211,34.97,4.3,mwr,,147,0.683,1.11,us,us6000e4fb,2021-04-25T03:04:55.781Z,"89 km WSW of Copiapó, Chile",earthquake,4,7.2,0.061,26,reviewed,us,us
2021-04-24T18:13:24.323Z,60.2672,-143.8502,35.6,1.2,ml,,,,0.84,ak,ak02158u27dc,2021-04-24T18:17:55.226Z,"109 km ESE of Cordova, Alaska",earthquake,,1.3,,,automatic,ak,ak
2021-04-24T18:11:02.737Z,63.0373,-150.886,96.2,1.1,ml,,,,2.79,ak,ak02158u1q9t,2021-04-24T18:13:34.324Z,"60 km N of Petersville, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-04-24T18:08:39.633Z,67.4305,-146.5796,3.9,1.5,ml,,,,0.26,ak,ak02158u15yz,2021-04-24T18:15:14.728Z,"46 km N of Venetie, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-24T18:07:55.290Z,38.8206673,-122.8434982,2.04,0.86,md,11,90,0.007052,0.02,nc,nc73553945,2021-04-24T18:21:07.612Z,"9km WNW of The Geysers, CA",earthquake,0.34,0.8,,1,automatic,nc,nc
2021-04-24T18:05:39.020Z,18.0068,-66.8538,12,2.01,md,8,174,0.1941,0.15,pr,pr2021114009,2021-04-24T18:29:23.649Z,"2 km ESE of Palomas, Puerto Rico",earthquake,0.6,0.93,0.02,3,reviewed,pr,pr
2021-04-24T18:05:09.120Z,38.1832,-117.8285,6.4,2,ml,13,65.47,0.026,0.14,nn,nn00805714,2021-04-24T18:22:48.939Z,"33 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2021-04-24T18:02:40.710Z,38.809166,-122.7819977,-0.12,1.1,md,24,92,0.004214,0.06,nc,nc73553935,2021-04-24T20:20:06.326Z,"4km NNW of The Geysers, CA",earthquake,0.19,0.36,0.14,4,automatic,nc,nc
2021-04-24T18:02:11.720Z,36.7719994,-121.4934998,7.15,2.81,md,61,48,0.01848,0.17,nc,nc73553930,2021-04-25T05:26:57.849Z,"9km SSE of San Juan Bautista, CA",earthquake,0.24,0.45,0.1,81,automatic,nc,nc
2021-04-24T18:00:32.729Z,13.8006,57.1081,10,5.6,mww,,35,11.119,1.3,us,us6000e4f6,2021-04-25T15:33:37.141Z,"Owen Fracture Zone region",earthquake,8.9,1.8,0.069,20,reviewed,us,us
2021-04-24T17:58:31.866Z,59.9255,-153.4938,117,1.4,ml,,,,0.49,ak,ak02158tqfl6,2021-04-24T18:05:12.843Z,"37 km ENE of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-04-24T17:58:27.020Z,38.8279991,-122.8111649,1.39,1.41,md,27,39,0.004676,0.05,nc,nc73553925,2021-04-24T19:39:08.084Z,"7km NW of The Geysers, CA",earthquake,0.19,0.33,,5,automatic,nc,nc
2021-04-24T17:57:56.250Z,36.7723351,-121.4929962,6.94,2.41,md,43,48,0.01879,0.17,nc,nc73553920,2021-04-24T19:12:04.937Z,"9km SSE of San Juan Bautista, CA",earthquake,0.3,0.52,0.17,39,automatic,nc,nc
2021-04-24T17:50:01.920Z,17.9288,-66.9326,10,2.48,md,18,213,0.1188,0.2,pr,pr2021114008,2021-04-24T18:19:51.650Z,"5 km SSW of Guánica, Puerto Rico",earthquake,0.59,0.81,0.24,11,reviewed,pr,pr
2021-04-24T17:49:23.879Z,60.1221,-151.2579,79.4,1.3,ml,,,,0.82,ak,ak02158tohkc,2021-04-24T18:03:02.417Z,"14 km SSE of Clam Gulch, Alaska",earthquake,,1.4,,,automatic,ak,ak
2021-04-24T17:48:55.646Z,61.7708,-149.6958,34.3,1.4,ml,,,,0.83,ak,ak02158toc89,2021-04-24T17:57:41.354Z,"16 km NNE of Houston, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-04-24T17:41:57.800Z,60.2494,-152.8606,120.3,1.2,ml,,,,0.57,ak,ak02158tmudd,2021-04-24T20:38:14.969Z,"69 km WNW of Ninilchik, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2021-04-24T17:38:25.920Z,38.8320007,-122.8191681,1.36,1.33,md,24,51,0.01115,0.03,nc,nc73553910,2021-04-24T18:57:09.842Z,"8km NW of The Geysers, CA",earthquake,0.18,0.4,0.13,6,automatic,nc,nc
2021-04-24T17:37:13.540Z,33.726,-116.7088333,17.29,0.64,ml,17,165,0.01545,0.14,ci,ci39627719,2021-04-24T21:22:06.930Z,"2km SSE of Idyllwild, CA",earthquake,0.43,0.63,0.1,16,reviewed,ci,ci
2021-04-24T17:35:06.228Z,61.3409,-146.8928,7,1.9,ml,,,,0.8,ak,ak02158tlg4d,2021-04-24T17:43:39.016Z,"37 km NW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-04-24T17:33:31.490Z,17.9481,-67.0043,8,2.42,md,22,216,0.0453,0.12,pr,pr2021114007,2021-04-24T17:49:34.420Z,"5 km ESE of La Parguera, Puerto Rico",earthquake,0.4,0.53,0.33,11,reviewed,pr,pr
2021-04-24T17:22:33.170Z,33.411,-116.3441667,12.4,1.06,ml,29,94,0.05647,0.23,ci,ci39627703,2021-04-24T17:26:18.809Z,"18km N of Borrego Springs, CA",earthquake,0.34,0.76,0.118,26,automatic,ci,ci
2021-04-24T17:10:00.542Z,62.9277,-148.3355,15.6,0.7,ml,,,,0.49,ak,ak02158tg2s6,2021-04-24T17:13:04.994Z,"60 km SSE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-24T17:07:07.800Z,46.8835,-112.5116667,11.17,1.18,ml,16,96,0.045,0.15,mb,mb80498969,2021-04-25T14:24:24.300Z,"15 km ESE of Lincoln, Montana",earthquake,0.43,0.51,0.212,5,reviewed,mb,mb
2021-04-24T16:56:58.488Z,36.4301,68.5916,54.16,4.4,mb,,114,1.738,0.97,us,us6000e4er,2021-04-24T19:42:52.040Z,"34 km NNW of Baghlān, Afghanistan",earthquake,7.4,9.1,0.149,13,reviewed,us,us
2021-04-24T16:45:20.430Z,62.4905,-150.0269,4.1,1.2,ml,,,,1.07,ak,ak02158t26te,2021-04-24T16:56:22.932Z,"6 km NE of Chase, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-24T16:33:55.150Z,19.2064990997314,-155.450164794922,36.4700012207031,1.91999996,md,37,148,,0.119999997,hv,hv72439627,2021-04-24T16:37:16.750Z,"Island of Hawaii, Hawaii",earthquake,0.75,0.920000017,0.959999979,3,automatic,hv,hv
2021-04-24T16:29:27.190Z,37.4333,-117.0987,7.8,0.9,ml,15,137.27,0.177,0.11,nn,nn00805711,2021-04-24T18:06:06.692Z,"32 km SSE of Goldfield, Nevada",earthquake,,10.6,,,automatic,nn,nn
2021-04-24T16:28:41.100Z,39.2883333,-123.1078333,9.19,1.41,md,8,292,0.1712,0.02,nc,nc73553905,2021-04-24T18:31:05.673Z,"9km ENE of Redwood Valley, CA",earthquake,0.81,1.42,0.2,9,reviewed,nc,nc
2021-04-24T16:16:57.009Z,61.657,-150.8259,77,1.2,ml,,,,0.71,ak,ak02158sw1tw,2021-04-24T16:48:31.503Z,"20 km NW of Susitna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-04-24T16:10:55.344Z,69.7202,-143.8807,12.7,1.5,ml,,,,0.54,ak,ak02158surem,2021-04-24T16:20:18.193Z,"46 km SSW of Kaktovik, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-04-24T16:09:47.200Z,38.8341675,-122.7986679,2.07,0.46,md,15,55,0.007759,0.01,nc,nc73553900,2021-04-24T16:45:08.096Z,"7km WNW of Cobb, CA",earthquake,0.29,0.74,0.39,2,automatic,nc,nc
2021-04-24T16:05:54.579Z,61.2105,-150.3165,44.7,2,ml,,,,0.72,ak,ak02158stoqk,2021-04-24T16:20:17.846Z,"22 km W of Anchorage, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-04-24T16:02:45.156Z,31.65345244,-104.3123677,6.157275391,3,ml,29,66,0.1212110559,0.3,tx,tx2021hzrp,2021-04-24T16:15:08.546Z,"58 km S of Whites City, New Mexico",earthquake,1.359675338,2.119975461,0.1,19,reviewed,tx,tx
2021-04-24T15:54:42.610Z,36.2843323,-120.8596649,10.18,2.62,md,35,107,0.08302,0.11,nc,nc73553895,2021-04-24T19:11:22.609Z,"22km SW of New Idria, CA",earthquake,0.34,0.74,0.21,46,automatic,nc,nc
2021-04-24T15:47:34.272Z,61.3278,-150.455,53.4,1.3,ml,,,,0.56,ak,ak02158sh7nz,2021-04-24T15:52:02.024Z,"24 km S of Susitna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-24T15:46:41.565Z,58.5234,-137.1744,0,1.8,ml,,,,0.26,ak,ak02158sh0ik,2021-04-24T16:10:16.066Z,"60 km NW of Elfin Cove, Alaska",ice quake,,0,,,reviewed,ak,ak
